emp_no,first_name,last_name,from_date,title,to_date,birth_date
79895,Fei,Murtagh,1986-01-19,Senior Staff,9999-01-01,1965-01-30
80067,Kazuhisa,Weiland,1991-11-09,Senior Staff,9999-01-01,1965-01-19
80432,Stella,Figueira,1998-03-14,Senior Staff,9999-01-01,1965-01-17
80203,Shakhar,Baik,1993-12-01,Staff,9999-01-01,1965-01-22
80948,Harjit,Bardell,1996-05-23,Senior Engineer,9999-01-01,1965-01-27
80731,Shaowen,Eldridge,1994-12-05,Senior Staff,9999-01-01,1965-01-25
80850,Koldo,Luit,2001-04-15,Senior Engineer,9999-01-01,1965-02-01
81644,Divine,Ghandeharizadeh,1997-11-28,Staff,9999-01-01,1965-01-05
80889,Shigeo,Linnainmaa,1985-07-30,Senior Engineer,9999-01-01,1965-01-07
81105,Jaewon,Boissier,1998-05-24,Senior Engineer,9999-01-01,1965-01-14
81545,Larisa,Kornyak,1996-03-10,Technique Leader,9999-01-01,1965-01-13
82069,Yechezkel,Perfilyeva,2000-11-02,Senior Engineer,9999-01-01,1965-01-20
82351,Stevo,Thambidurai,1989-10-27,Senior Staff,9999-01-01,1965-01-26
81995,Sreekrishna,Brender,1996-03-21,Senior Engineer,9999-01-01,1965-01-10
82098,Poornachandra,Wilharm,1998-04-20,Senior Engineer,9999-01-01,1965-01-25
82511,Uwe,Koblick,1998-04-04,Engineer,9999-01-01,1965-01-27
82919,Shigeu,Claffy,1998-02-03,Engineer,9999-01-01,1965-01-05
82928,Alselm,Rikino,1997-11-16,Senior Engineer,9999-01-01,1965-01-27
83280,Francesca,Ellozy,1999-08-08,Senior Engineer,9999-01-01,1965-01-07
83289,Shigeichiro,Engelmann,2000-01-09,Senior Engineer,9999-01-01,1965-01-09
83509,Breannda,Collavizza,1994-10-12,Senior Engineer,9999-01-01,1965-01-04
83544,Leaf,Baak,2001-09-05,Senior Staff,9999-01-01,1965-01-18
83714,Ohad,Kilgore,1997-07-01,Senior Engineer,9999-01-01,1965-01-27
83941,Zsolt,Hagimont,2001-10-08,Senior Staff,9999-01-01,1965-01-11
83805,Manohar,Harllee,1987-03-11,Senior Engineer,9999-01-01,1965-01-23
84315,Kristina,Baumann,1996-09-26,Assistant Engineer,9999-01-01,1965-01-23
84029,Babette,Eugenio,1997-09-21,Staff,9999-01-01,1965-01-27
84179,Shuichi,Nanard,1989-03-14,Senior Engineer,9999-01-01,1965-01-25
84236,Eberhardt,Barriga,1993-06-03,Senior Staff,9999-01-01,1965-01-18
84508,Tommaso,Vidya,1998-05-02,Engineer,9999-01-01,1965-01-17
84840,Sverrir,Neimat,1996-11-03,Staff,9999-01-01,1965-01-14
84451,Shiv,Aumann,1998-06-14,Senior Engineer,9999-01-01,1965-01-20
84922,Parke,Unno,1996-07-01,Engineer,9999-01-01,1965-01-22
84942,Shin,Fujisaki,1988-02-23,Technique Leader,9999-01-01,1965-01-15
85216,Ferdinand,Rosiles,1997-07-08,Senior Staff,9999-01-01,1965-01-18
85288,Younwoo,Luders,2002-03-31,Senior Engineer,9999-01-01,1965-01-06
85445,Yongdong,Pollock,1998-03-17,Staff,9999-01-01,1965-01-09
85874,Pasqua,Taubman,1986-06-23,Senior Staff,9999-01-01,1965-01-30
85414,Chiradeep,Callaway,1999-07-30,Staff,9999-01-01,1965-01-14
86213,Kristine,Clemencon,1996-04-21,Senior Staff,9999-01-01,1965-01-28
85702,Udi,Merks,1997-08-15,Engineer,9999-01-01,1965-01-04
86354,Ronghao,Segond,1993-09-13,Senior Engineer,9999-01-01,1965-01-27
86422,Jaewon,Thummel,1992-09-14,Senior Staff,9999-01-01,1965-02-01
86546,Oldrich,Woycyznski,1990-05-15,Senior Engineer,9999-01-01,1965-01-09
86655,Zhenhua,Lorys,1995-08-21,Engineer,9999-01-01,1965-01-01
86672,JoAnne,Anido,1995-09-15,Staff,9999-01-01,1965-01-15
87353,Quingbo,Coombs,1999-01-17,Senior Engineer,9999-01-01,1965-01-07
87129,Keung,Neiman,1997-04-13,Staff,9999-01-01,1965-01-16
87714,Khun,Janetzko,1998-09-13,Engineer,9999-01-01,1965-01-16
87729,Yongmin,Roccetti,1991-12-10,Senior Staff,9999-01-01,1965-01-24
87783,Conor,Thorensen,1988-02-24,Senior Engineer,9999-01-01,1965-01-26
88411,Lena,Cannane,2000-01-28,Engineer,9999-01-01,1965-01-31
88103,Goo,Bresenham,1999-01-31,Senior Staff,9999-01-01,1965-01-09
88422,Jungsoon,Birsak,1985-04-03,Technique Leader,9999-01-01,1965-01-28
88647,Vasiliy,Ratnaker,1995-08-09,Engineer,9999-01-01,1965-01-10
88958,Vojin,Coombs,2002-07-23,Senior Staff,9999-01-01,1965-01-22
88965,Mang,Hedayat,1995-05-22,Engineer,9999-01-01,1965-01-20
89048,Otmar,Birjandi,1992-03-23,Senior Engineer,9999-01-01,1965-01-24
89090,Tetsushi,Theuretzbacher,1995-02-01,Senior Staff,9999-01-01,1965-01-26
89161,Conal,Yetto,1999-01-12,Senior Staff,9999-01-01,1965-01-07
89346,Mansur,Comyn,1999-08-31,Engineer,9999-01-01,1965-01-13
89207,Along,Erol,1999-10-17,Senior Staff,9999-01-01,1965-01-15
89590,Guther,Rothenberg,2000-08-07,Senior Staff,9999-01-01,1965-01-27
89664,Pranjal,Rossi,1998-07-07,Staff,9999-01-01,1965-01-20
89680,Aiman,Mawatari,1997-05-01,Senior Engineer,9999-01-01,1965-01-27
89922,Alexius,Ibel,1993-04-24,Senior Engineer,9999-01-01,1965-01-26
89806,Xiadong,Shinomoto,2002-05-24,Senior Engineer,9999-01-01,1965-01-27
90077,Vivian,Guerreiro,1998-07-08,Engineer,9999-01-01,1965-01-24
90084,Renny,Bale,1996-11-22,Senior Engineer,9999-01-01,1965-01-01
90211,Bader,Denis,1997-10-06,Engineer,9999-01-01,1965-01-15
90292,Koichi,Assaf,1998-05-26,Senior Engineer,9999-01-01,1965-01-09
90518,Fumiko,Chepyzhov,1997-01-27,Senior Staff,9999-01-01,1965-01-24
90614,Yonghoan,Trogemann,1997-09-23,Engineer,9999-01-01,1965-01-29
89941,Arnould,Weedman,1989-07-28,Senior Staff,9999-01-01,1965-01-23
90692,Rajmohan,DasSarma,1990-09-14,Senior Staff,9999-01-01,1965-01-03
91229,Yahiko,Hebden,2001-10-03,Senior Engineer,9999-01-01,1965-01-01
91172,Kazuhisa,Melter,1993-07-15,Senior Staff,9999-01-01,1965-01-19
91182,Lucien,Schwartzburd,1994-08-25,Senior Engineer,9999-01-01,1965-01-04
91256,Gunilla,Milicic,1998-01-09,Staff,9999-01-01,1965-01-13
91415,Jamaludin,Nilsson,1994-01-15,Senior Staff,9999-01-01,1965-01-04
92438,Aria,Kilgore,1996-02-28,Senior Engineer,9999-01-01,1965-01-04
91333,Lobel,Stafford,1998-11-29,Staff,9999-01-01,1965-01-27
91648,Dmitry,Msuda,1997-10-22,Senior Staff,9999-01-01,1965-01-29
92454,Visit,McFarlan,1996-10-21,Senior Engineer,9999-01-01,1965-01-24
92598,Ranga,Merro,1996-05-11,Assistant Engineer,9999-01-01,1965-01-18
92841,Claude,Candan,1993-08-04,Senior Staff,9999-01-01,1965-01-22
92577,Zhanqiu,Farrow,1999-01-10,Assistant Engineer,9999-01-01,1965-01-06
92685,Mang,Atchley,1995-06-07,Senior Staff,9999-01-01,1965-01-26
92920,Huei,Hutter,2000-01-29,Senior Engineer,9999-01-01,1965-01-20
92846,Anyuan,Kropatsch,1993-09-05,Senior Staff,9999-01-01,1965-01-11
93278,Magdalena,Penn,2002-01-04,Senior Engineer,9999-01-01,1965-02-01
93040,Jaques,Kabayashi,1992-03-13,Senior Engineer,9999-01-01,1965-01-19
93220,Richara,Walston,1996-08-27,Senior Engineer,9999-01-01,1965-01-11
93549,Arie,Coullard,1998-04-15,Senior Staff,9999-01-01,1965-02-01
94416,Aran,Cesareni,1990-02-10,Senior Staff,9999-01-01,1965-01-01
93600,Kristina,Neimat,1988-04-18,Technique Leader,9999-01-01,1965-01-13
94331,Ramzi,Cronau,1999-09-03,Technique Leader,9999-01-01,1965-01-26
94761,Hitofumi,Zaccaria,1997-11-22,Senior Engineer,9999-01-01,1965-01-27
94944,Heping,Matheson,1997-06-24,Senior Engineer,9999-01-01,1965-01-13
95286,Kristin,Guerreiro,1997-08-23,Senior Engineer,9999-01-01,1965-01-18
95181,Yishai,Cappelli,1997-01-30,Staff,9999-01-01,1965-01-28
95314,Rasiah,Koblick,1999-08-21,Senior Staff,9999-01-01,1965-01-22
95509,Kristinn,Loncour,1995-02-08,Engineer,9999-01-01,1965-01-11
95406,Alair,Lyonns,1997-07-12,Engineer,9999-01-01,1965-01-08
95416,Gianluca,Ramaiah,1993-11-29,Engineer,9999-01-01,1965-01-13
96571,Kokou,Garrabrants,1997-11-05,Senior Engineer,9999-01-01,1965-01-13
95920,Nobuyoshi,Hegner,2001-09-07,Senior Staff,9999-01-01,1965-01-19
96579,Mohan,Tasistro,1996-02-10,Engineer,9999-01-01,1965-01-18
96767,Arumugam,Vecchio,1992-08-14,Senior Engineer,9999-01-01,1965-01-07
97623,Haldon,Janetzko,1996-09-10,Senior Staff,9999-01-01,1965-01-25
97018,Jeanna,Chinen,1994-01-01,Senior Engineer,9999-01-01,1965-01-09
97661,Avishai,Hegner,2002-05-08,Senior Staff,9999-01-01,1965-01-31
99373,Xiaobin,Christianini,1991-12-25,Senior Staff,9999-01-01,1965-01-13
98288,Sumali,Huttel,1997-09-12,Senior Staff,9999-01-01,1965-01-12
98306,Ziya,Kadhim,1995-11-02,Senior Engineer,9999-01-01,1965-01-16
98639,Florina,Assaf,1996-05-18,Staff,9999-01-01,1965-01-29
99057,Shugo,Reeken,1999-06-21,Staff,9999-01-01,1965-01-30
99377,Carrsten,Francisci,1991-06-16,Senior Engineer,9999-01-01,1965-01-18
99590,Dhritiman,Anily,1998-12-16,Staff,9999-01-01,1965-01-24
101487,Abdelaziz,Sury,1999-01-31,Senior Staff,9999-01-01,1965-01-14
99654,Mahendra,Motley,1992-09-28,Senior Staff,9999-01-01,1965-01-30
100865,Hisao,Peral,1998-10-03,Senior Engineer,9999-01-01,1965-01-19
100916,Heejo,Aamodt,2001-04-22,Senior Engineer,9999-01-01,1965-01-18
101647,Mori,Homond,2000-05-09,Senior Staff,9999-01-01,1965-01-22
101902,Mantis,Millington,1997-03-17,Senior Staff,9999-01-01,1965-01-14
102620,Adin,Templeman,1997-12-10,Engineer,9999-01-01,1965-01-03
103310,Visit,Swen,2000-10-01,Senior Staff,9999-01-01,1965-01-07
103316,Susanne,Peternell,1999-07-27,Senior Engineer,9999-01-01,1965-01-03
103342,Beshir,Hellwagner,1998-02-03,Engineer,9999-01-01,1965-01-03
103196,Djenana,Albarhamtoshy,1993-07-16,Senior Staff,9999-01-01,1965-01-16
104133,Pranjal,Zyda,1998-07-03,Senior Staff,9999-01-01,1965-01-31
103756,Heping,Halloran,2001-04-08,Engineer,9999-01-01,1965-01-31
104845,Werner,Lodder,1998-06-17,Senior Staff,9999-01-01,1965-01-29
104988,Parviz,Litzler,1999-08-09,Senior Engineer,9999-01-01,1965-01-07
105342,Kwun,Reeker,1999-07-29,Technique Leader,9999-01-01,1965-01-01
105356,Diederik,Matzov,1996-05-12,Senior Engineer,9999-01-01,1965-01-29
105432,Mohamadou,Stafford,2000-09-11,Senior Engineer,9999-01-01,1965-01-08
106096,Naftali,Schurmann,1999-12-03,Senior Engineer,9999-01-01,1965-01-14
105520,Haldun,Lienhardt,1987-01-29,Senior Staff,9999-01-01,1965-01-01
105731,Sachem,Cromarty,1996-08-19,Engineer,9999-01-01,1965-01-15
106242,Nevio,Thisen,1994-03-25,Senior Staff,9999-01-01,1965-02-01
106695,Lijie,Garrabrants,1990-10-02,Senior Staff,9999-01-01,1965-01-31
106710,Babette,Anandan,1993-11-22,Senior Staff,9999-01-01,1965-01-31
107828,Ramya,Walston,1995-02-03,Senior Staff,9999-01-01,1965-01-26
107486,Siamak,Luiz,1987-02-11,Senior Engineer,9999-01-01,1965-01-23
107737,Fabrizio,Chleq,1999-07-31,Senior Engineer,9999-01-01,1965-01-23
107792,Shahab,Crooks,2001-03-18,Senior Staff,9999-01-01,1965-01-13
108198,Randi,Samarati,1999-10-21,Senior Staff,9999-01-01,1965-01-24
108091,Hisao,Ghemri,1990-11-14,Senior Staff,9999-01-01,1965-01-09
108988,Oksana,Baek,1997-07-20,Senior Staff,9999-01-01,1965-01-19
108316,Shai,Stellhorn,1992-05-21,Senior Engineer,9999-01-01,1965-01-02
109062,Jamaludin,Kandlur,1992-06-19,Senior Engineer,9999-01-01,1965-02-01
109211,Gor,Delgrande,2001-11-06,Senior Engineer,9999-01-01,1965-01-11
109252,Moty,Winter,1991-04-28,Technique Leader,9999-01-01,1965-01-15
109278,Bangqing,Schach,1996-03-22,Senior Staff,9999-01-01,1965-01-21
109552,Menkae,Etalle,2002-05-21,Engineer,9999-01-01,1965-01-31
109703,Arco,Walston,1999-08-16,Engineer,9999-01-01,1965-01-17
109598,Stamatina,Auyong,1988-07-05,Senior Staff,9999-01-01,1965-02-01
109620,Mani,Cannata,1995-06-21,Senior Staff,9999-01-01,1965-01-02
109741,Hatem,Fadgyas,1991-11-13,Senior Engineer,9999-01-01,1965-01-11
109953,Godehard,Chorvat,1996-04-10,Senior Staff,9999-01-01,1965-01-26
200363,Kirk,Quaggetto,1995-06-30,Senior Engineer,9999-01-01,1965-01-10
200267,Chuanti,Luff,2000-09-20,Senior Staff,9999-01-01,1965-01-08
200312,Akemi,Fujisaki,1998-06-25,Senior Engineer,9999-01-01,1965-01-27
200735,Dinah,Denos,2001-09-21,Senior Staff,9999-01-01,1965-01-09
200789,Susumu,Camurati,1997-12-14,Senior Staff,9999-01-01,1965-01-14
201229,Alejandra,Khasidashvili,1994-07-30,Staff,9999-01-01,1965-01-03
201708,Anneli,Perl,2000-09-08,Senior Staff,9999-01-01,1965-01-15
201709,Fan,Kakkad,1993-02-24,Senior Staff,9999-01-01,1965-01-01
202291,Ortrun,Schmiedel,1997-07-18,Engineer,9999-01-01,1965-01-16
201739,Genta,Terekhov,1998-07-21,Assistant Engineer,9999-01-01,1965-01-16
201801,Waiman,Genin,1995-10-30,Senior Engineer,9999-01-01,1965-01-12
201915,Sudharsan,DeMori,1997-03-30,Senior Engineer,9999-01-01,1965-01-02
202552,Morris,Saoudi,1998-11-22,Senior Engineer,9999-01-01,1965-01-05
202826,Kerhong,Matzke,1993-11-14,Senior Engineer,9999-01-01,1965-01-19
202882,Isaac,Koshino,1995-09-28,Senior Engineer,9999-01-01,1965-01-25
202403,Gully,Perko,1999-07-07,Engineer,9999-01-01,1965-01-09
202414,Zvonko,Murthy,1992-01-07,Senior Staff,9999-01-01,1965-01-13
202950,Giordano,Pietrzykowski,1987-03-26,Senior Staff,9999-01-01,1965-01-17
203599,Ewing,DiGiano,2000-02-01,Technique Leader,9999-01-01,1965-01-21
203474,Hugh,Jonsson,1997-07-05,Senior Staff,9999-01-01,1965-01-03
203495,Zongyan,Gips,1997-05-31,Technique Leader,9999-01-01,1965-01-02
203946,Yefim,Marwedel,1999-03-30,Senior Staff,9999-01-01,1965-01-23
203720,Sasan,Thimonier,1996-08-21,Senior Staff,9999-01-01,1965-01-30
204117,Jessie,Nooteboom,1999-08-13,Staff,9999-01-01,1965-01-10
204133,Susuma,Bergere,1996-02-25,Senior Staff,9999-01-01,1965-01-22
204470,Hein,Lichtner,2001-04-02,Senior Staff,9999-01-01,1965-01-22
204246,Arve,Worfolk,1990-04-01,Senior Staff,9999-01-01,1965-01-09
204471,Franziska,Maginnis,1992-02-17,Senior Engineer,9999-01-01,1965-01-27
205018,Yahiko,Awdeh,1998-08-05,Engineer,9999-01-01,1965-01-26
204425,Gretta,Huttel,1990-10-08,Senior Engineer,9999-01-01,1965-01-03
204764,Susanne,Mandelberg,1996-11-01,Senior Engineer,9999-01-01,1965-01-22
205174,Leszek,Spinelli,1998-12-10,Staff,9999-01-01,1965-01-05
205085,Moni,Kornyak,1991-09-26,Technique Leader,9999-01-01,1965-01-23
205627,Stabislas,Broder,2001-07-16,Senior Engineer,9999-01-01,1965-01-21
205500,Mary,Setiz,1989-01-13,Senior Engineer,9999-01-01,1965-01-04
205660,Kien,Barreiro,1997-08-25,Staff,9999-01-01,1965-01-27
205699,Youjian,Yetto,2000-12-06,Senior Staff,9999-01-01,1965-01-31
205863,Aiichiro,Kusalik,1996-10-03,Senior Engineer,9999-01-01,1965-01-06
205789,Limsoon,Skafidas,1999-08-10,Senior Staff,9999-01-01,1965-01-31
206748,Yucai,Fabrizio,1999-10-06,Staff,9999-01-01,1965-01-07
206966,Tzu,Sichman,1992-11-16,Senior Engineer,9999-01-01,1965-01-21
206836,Guadalupe,Pfau,2001-03-22,Senior Staff,9999-01-01,1965-01-12
207021,Jacqueline,Akaboshi,1997-12-06,Engineer,9999-01-01,1965-01-20
207204,Kellie,Schrooten,1999-01-17,Engineer,9999-01-01,1965-01-25
207068,Zhiguo,Ariola,1994-09-07,Senior Staff,9999-01-01,1965-01-13
207401,Shuji,Barbanera,1993-08-09,Senior Staff,9999-01-01,1965-01-04
207980,Remko,Vieth,1999-11-22,Senior Staff,9999-01-01,1965-01-07
207551,Baziley,Falck,1995-02-18,Assistant Engineer,9999-01-01,1965-01-15
207779,Chinya,Kamble,1992-05-31,Senior Staff,9999-01-01,1965-01-16
208147,Manu,Rothenberg,1995-12-07,Senior Engineer,9999-01-01,1965-01-09
208330,Shen,Flanders,1997-07-03,Senior Staff,9999-01-01,1965-01-11
208784,Pranjal,Juneja,1985-03-21,Senior Engineer,9999-01-01,1965-01-30
208639,Larisa,Lukaszewicz,1994-10-10,Senior Staff,9999-01-01,1965-01-27
208653,Phillip,Schade,1998-03-03,Senior Engineer,9999-01-01,1965-01-23
209443,Krassimir,Garnier,1998-01-26,Senior Staff,9999-01-01,1965-01-19
209101,Xinyu,Edelhoff,1997-10-26,Senior Engineer,9999-01-01,1965-01-05
209712,Nimmagadda,Baak,1995-10-30,Engineer,9999-01-01,1965-01-17
209565,Dante,Covnot,1998-05-28,Senior Staff,9999-01-01,1965-01-09
210292,Lihong,Zeilberger,1996-04-28,Staff,9999-01-01,1965-01-18
210017,Shalesh,Lovengreen,1996-09-28,Senior Staff,9999-01-01,1965-01-28
210752,Saniya,Stenning,1991-12-10,Senior Staff,9999-01-01,1965-01-25
210449,Gino,Lagarias,1997-06-22,Engineer,9999-01-01,1965-01-19
210786,Werner,Ranze,1998-06-05,Staff,9999-01-01,1965-01-31
211858,Domenico,Ratnaker,1993-03-24,Senior Engineer,9999-01-01,1965-01-08
211879,Gao,Ranze,1999-11-24,Senior Engineer,9999-01-01,1965-01-12
212093,Leni,Henders,1999-11-19,Senior Staff,9999-01-01,1965-01-11
211967,Anwar,Bain,1998-01-22,Senior Engineer,9999-01-01,1965-01-07
213016,Yongmao,Fontan,1998-07-26,Senior Engineer,9999-01-01,1965-01-22
212154,Sailaja,Holburn,1997-03-03,Senior Staff,9999-01-01,1965-01-17
212361,Claudi,Stanfel,2001-01-06,Senior Engineer,9999-01-01,1965-01-16
213140,Tru,Danecki,1997-03-31,Staff,9999-01-01,1965-01-10
213384,Pranas,Narwekar,1993-09-26,Senior Engineer,9999-01-01,1965-01-04
214427,Peer,Molberg,1996-11-17,Engineer,9999-01-01,1965-01-29
213447,Armond,Perly,1996-09-14,Senior Engineer,9999-01-01,1965-02-01
214215,Xiaoqiang,Cardazo,1993-05-28,Senior Staff,9999-01-01,1965-01-25
214634,Shirish,Vickson,1997-10-24,Senior Engineer,9999-01-01,1965-01-12
214391,Rayond,Klassen,1999-09-11,Senior Staff,9999-01-01,1965-01-15
214539,Ingmar,Kohling,1995-04-25,Engineer,9999-01-01,1965-01-27
214866,Gopalakrishnan,Angel,2002-07-05,Senior Engineer,9999-01-01,1965-02-01
215746,Sven,Speer,1999-07-08,Staff,9999-01-01,1965-01-08
214789,Arfst,Chepyzhov,1997-02-06,Senior Engineer,9999-01-01,1965-01-28
214995,Dinkar,Hoppenstand,1994-05-04,Engineer,9999-01-01,1965-01-12
215419,Flemming,Kroha,1995-01-23,Staff,9999-01-01,1965-01-16
215843,Pramod,Loncour,1993-03-30,Senior Staff,9999-01-01,1965-01-30
215629,Munehiro,Manders,1995-05-18,Senior Staff,9999-01-01,1965-01-15
216054,Sahrah,Angiulli,1991-07-31,Senior Staff,9999-01-01,1965-01-24
216375,Byong,Gustavson,1985-03-12,Senior Engineer,9999-01-01,1965-01-16
216573,Ashish,Vidya,1995-06-16,Senior Engineer,9999-01-01,1965-01-29
216342,Aiichiro,Cromarty,2000-06-09,Senior Engineer,9999-01-01,1965-01-22
216921,Lena,Lenart,1995-12-25,Senior Staff,9999-01-01,1965-01-22
216502,Xiaocheng,Suermann,1997-12-15,Engineer,9999-01-01,1965-01-26
217026,Otmar,Engberts,1998-08-16,Senior Staff,9999-01-01,1965-01-11
217363,Horward,Marzano,1996-04-11,Staff,9999-01-01,1965-01-14
217080,Masami,Puoti,2000-01-21,Senior Engineer,9999-01-01,1965-01-12
217272,Yuchang,Eldridge,1991-08-01,Senior Staff,9999-01-01,1965-01-21
217286,Yannik,Spelt,1992-09-22,Technique Leader,9999-01-01,1965-01-05
217320,Abdelwaheb,Denis,1993-09-10,Engineer,9999-01-01,1965-01-10
217387,Jianhao,Molenaar,1994-10-22,Senior Engineer,9999-01-01,1965-01-21
217551,Panayotis,Lukaszewicz,1995-06-06,Senior Engineer,9999-01-01,1965-01-02
217800,Shay,Servieres,1998-08-06,Senior Staff,9999-01-01,1965-02-01
218831,Unal,DuBourdieux,1996-03-13,Engineer,9999-01-01,1965-01-16
218022,Mokhtar,Poupard,1992-02-02,Technique Leader,9999-01-01,1965-01-26
218100,Jiong,Garnham,1999-01-02,Senior Staff,9999-01-01,1965-01-24
219035,Kristine,Bierman,1988-05-13,Technique Leader,9999-01-01,1965-01-18
219047,Aemilian,Kusalik,1995-05-27,Senior Engineer,9999-01-01,1965-01-30
219052,Marsal,Acton,1995-08-02,Staff,9999-01-01,1965-01-06
219417,Subhrajyoti,Denna,1996-07-25,Staff,9999-01-01,1965-01-29
219497,Moie,Zastre,1991-10-11,Technique Leader,9999-01-01,1965-01-22
219967,Susanna,Reeken,1998-03-16,Senior Staff,9999-01-01,1965-01-16
220131,Reinhard,Slaats,1999-06-08,Senior Engineer,9999-01-01,1965-01-09
220029,Demos,Asser,1985-11-04,Senior Engineer,9999-01-01,1965-01-17
220528,Sibyl,Rabehasaina,1998-02-23,Senior Staff,9999-01-01,1965-01-06
220582,Poornachandra,Zielinski,2001-02-12,Senior Staff,9999-01-01,1965-01-08
220418,Poorav,Laventhal,1997-08-16,Staff,9999-01-01,1965-01-23
220611,Yuping,Babb,2002-01-31,Senior Staff,9999-01-01,1965-01-23
220625,Shigenori,Deville,1992-12-24,Technique Leader,9999-01-01,1965-01-25
220799,Perla,Orlowska,1990-12-03,Senior Engineer,9999-01-01,1965-01-17
220699,Nahid,Gyimothy,1995-08-18,Staff,9999-01-01,1965-01-07
221435,Djenana,Marrevee,2000-02-06,Senior Engineer,9999-01-01,1965-01-06
221126,Tesuya,dAstous,1995-11-30,Senior Engineer,9999-01-01,1965-01-23
221973,Sangeeta,Kalefeld,1996-06-05,Senior Staff,9999-01-01,1965-01-17
221367,Saddek,Farris,1990-11-06,Senior Staff,9999-01-01,1965-01-13
221369,Abdulah,Pocchiola,1996-08-28,Engineer,9999-01-01,1965-01-28
222311,Miyeon,Billingsley,1992-12-05,Senior Engineer,9999-01-01,1965-01-20
222206,Stein,Uludag,1995-01-30,Senior Staff,9999-01-01,1965-01-21
222319,Matt,Chvatal,1994-11-09,Senior Engineer,9999-01-01,1965-01-20
222354,Valdiodio,Schlumberger,2001-08-07,Engineer,9999-01-01,1965-01-15
222616,Badri,Schapire,1998-01-19,Assistant Engineer,9999-01-01,1965-02-01
222998,Leaf,Awdeh,1991-02-20,Senior Staff,9999-01-01,1965-01-07
222770,Kazuhiko,Kushner,1995-08-01,Senior Engineer,9999-01-01,1965-01-22
222878,Annemarie,Zallocco,1996-05-27,Senior Engineer,9999-01-01,1965-01-10
222926,Limsoon,Erol,1997-12-31,Senior Engineer,9999-01-01,1965-01-10
224135,Annemarie,Bressoud,1998-06-23,Engineer,9999-01-01,1965-01-02
222952,Gopalakrishnan,Suermann,1998-04-30,Senior Engineer,9999-01-01,1965-01-28
223593,Hidefumi,Moehrke,1998-03-04,Staff,9999-01-01,1965-01-20
223595,Chiranjit,Dredge,1999-09-05,Technique Leader,9999-01-01,1965-02-01
224335,Perry,Chachaty,1992-07-22,Senior Engineer,9999-01-01,1965-01-29
224390,True,Shobatake,1996-05-17,Senior Staff,9999-01-01,1965-01-24
224934,George,Miake,1996-01-02,Senior Staff,9999-01-01,1965-01-05
225438,Remmert,Quaggetto,1997-04-28,Senior Staff,9999-01-01,1965-01-14
225601,Masasuke,Genin,1999-06-25,Engineer,9999-01-01,1965-01-13
225788,Ipke,Kieras,1995-12-18,Engineer,9999-01-01,1965-01-08
225867,Ramalingam,Remmele,1999-09-03,Senior Engineer,9999-01-01,1965-01-26
227354,Gio,Murtha,1994-11-11,Senior Engineer,9999-01-01,1965-01-12
225964,Mooi,Cooman,1998-06-07,Senior Engineer,9999-01-01,1965-01-19
226216,Giordano,Gini,1993-08-14,Technique Leader,9999-01-01,1965-01-28
226227,Herbert,Erva,1995-09-06,Senior Engineer,9999-01-01,1965-01-07
228098,IEEE,Kroll,1997-05-10,Engineer,9999-01-01,1965-01-18
227476,Macha,Schnabel,1996-05-11,Senior Engineer,9999-01-01,1965-01-11
227681,Mikhail,Rousseau,1998-11-30,Staff,9999-01-01,1965-01-30
227899,Garnik,Luce,1998-09-15,Staff,9999-01-01,1965-01-23
228554,Bilhanan,Brendel,1990-12-23,Senior Staff,9999-01-01,1965-01-03
227901,Francesca,Azuma,2001-06-08,Senior Staff,9999-01-01,1965-01-26
228248,Yuriy,Plump,1995-09-09,Senior Staff,9999-01-01,1965-01-09
228766,Nahla,Smailagic,1996-11-21,Senior Engineer,9999-01-01,1965-01-11
229098,Berry,Yurek,1995-08-16,Senior Staff,9999-01-01,1965-01-08
229220,Fabrizio,Lichtman,1992-02-09,Senior Engineer,9999-01-01,1965-01-21
229248,Harjit,Terekhov,1995-10-19,Staff,9999-01-01,1965-01-27
229727,Ewing,Millington,1999-09-28,Engineer,9999-01-01,1965-01-23
229386,Pohua,Tasistro,1989-06-02,Technique Leader,9999-01-01,1965-01-03
229391,Paloma,Henseler,1997-06-10,Senior Engineer,9999-01-01,1965-01-15
229404,Gilbert,Kilgour,1996-04-05,Staff,9999-01-01,1965-01-11
229547,Moni,Schach,1991-07-04,Senior Staff,9999-01-01,1965-01-03
229981,Jamaludin,Fordan,2001-02-05,Senior Engineer,9999-01-01,1965-01-19
230002,Tadahiro,Backhouse,1999-10-02,Senior Engineer,9999-01-01,1965-01-07
230126,Bezalel,Radivojevic,1995-07-03,Senior Staff,9999-01-01,1965-01-31
230287,Renny,Alameldin,1997-09-28,Assistant Engineer,9999-01-01,1965-01-14
230354,Yinghua,Lorho,2000-08-08,Senior Staff,9999-01-01,1965-01-31
230498,Kolar,Puppo,1998-04-25,Senior Engineer,9999-01-01,1965-01-15
230579,Shahar,Negoita,2000-03-18,Senior Staff,9999-01-01,1965-01-17
230689,Dietrich,Crabtree,1986-05-24,Senior Staff,9999-01-01,1965-01-14
230865,Takushi,Brattka,1999-03-09,Staff,9999-01-01,1965-01-02
231069,Trygve,Siksek,1995-11-09,Staff,9999-01-01,1965-01-22
232178,Etsuo,Anandan,1996-12-13,Senior Staff,9999-01-01,1965-01-29
